scaling_factor	Tardiness	makespan	# late jobs	# large set-ups	delta makespan
170.4	123114	22559	42	159	7843
170.5	79266	23214	36	157	9817
170.6	68314	22009	42	157	10216
170.7	146150	23306	36	163	7817
170.8	116114	25632	40	156	11566
170.9	98539	20259	40	158	3960
171	127398	24893	50	159	14021
171.1	54679	24363	34	160	12059
171.2	43484	23817	35	161	12415
171.3	75342	25404	41	163	12924
171.4	98134	22129	36	159	6554
171.5	86644	25179	46	159	11557
171.6	139458	24337	37	159	12491
171.7	76991	25999	35	160	13612
171.8	81309	22437	43	158	8535
171.9	83762	25042	41	154	13305
172	91973	25935	44	158	14624
172.1	52688	23263	40	158	11916
172.2	72596	23445	41	164	9287
172.3	58939	26035	47	159	13774
172.4	69008	23323	33	156	9363
172.5	46176	24543	35	158	11427
172.6	58415	24024	43	160	10011
172.7	83909	21454	42	160	6085
172.8	75907	24631	37	164	9481
172.9	100163	20535	36	161	5454
173	66415	28260	36	159	16413
173.1	59961	21307	38	164	9222
173.2	143178	23950	36	160	8881
173.3	66147	27140	41	162	14299
173.4	105617	23907	51	161	10160
173.5	86589	26580	46	161	15083
173.6	89279	22221	33	159	6955
173.7	105018	20533	43	158	4272
173.8	80128	23773	39	162	10905
173.9	93836	25352	47	162	10637
174	146747	23363	55	159	8125
174.1	90784	21788	39	158	9691
174.2	99130	23014	49	161	8527
174.3	100584	21349	33	162	8208
174.4	102094	22663	37	159	12328
174.501	71527	24264	37	160	10245
174.601	99773	22201	33	160	6846
174.701	112934	24405	38	158	10721
174.801	61768	23109	42	161	9233
174.901	81093	23337	46	159	10873
175.001	107723	22723	39	160	8990
175.101	149787	23530	43	161	11087
175.201	71965	22180	43	159	9790
175.301	155890	20436	42	156	6787
175.401	73805	22496	29	161	9633
175.501	54991	23919	38	159	12782
175.601	95534	25078	41	161	11560
175.701	163678	23744	39	163	8997
175.801	74177	24038	37	157	11228
175.901	58671	19794	34	160	2838
176.001	144024	20234	42	159	4784
176.101	70442	22637	42	158	6659
176.201	52759	24775	43	160	12650
176.301	127703	22261	35	161	11585
176.401	103594	21270	35	158	5989
176.501	104992	22913	31	163	8378
176.601	65296	25532	32	162	10750
176.701	147042	21051	43	159	5182
176.801	87517	22508	42	163	9488
176.901	126169	22155	38	160	6923
177.001	75001	21820	27	161	8641
177.101	78648	21953	38	157	6249
177.201	102196	21244	41	159	8970
177.301	151883	25480	38	161	11516
177.401	87549	25553	38	158	10805
177.501	148399	20170	45	162	4716
177.601	131735	25586	46	160	13853
177.701	69978	22547	38	158	8936
177.801	63217	26167	47	163	14280
177.901	122591	24544	42	157	11840
178.001	112082	24337	37	161	10603
178.101	66083	25559	32	159	15590
178.201	66521	24729	34	156	10715
178.301	98630	21527	33	154	5649
178.401	82506	24940	34	158	11258
178.501	124113	25705	43	155	13276
178.601	104464	23953	43	157	13100
178.701	158669	19800	38	161	3955
178.801	140590	23549	45	160	8881
178.901	80641	28514	49	157	17867
179.001	162333	26379	41	164	16609
179.101	95849	24910	40	161	10068
179.201	59573	23549	36	162	13261
179.301	76012	26041	47	159	15016
179.401	91305	20397	34	157	4786
179.501	73445	21828	35	152	8053
179.601	77698	22919	37	162	11115
179.701	106827	23353	38	160	10941
179.801	91879	24342	51	163	14162
179.901	103754	23108	50	158	9100
180.001	78801	24860	39	157	14016
180.101	176123	22120	42	158	8851
180.201	67922	20965	38	160	7756
180.301	117153	21869	59	158	11126
180.401	84150	20298	38	159	4846
180.501	81964	25849	37	160	12738
180.601	98011	23664	41	158	10651
180.701	43774	26606	44	157	16109
180.801	85144	25893	40	157	12143
180.901	124769	23983	44	156	9445
181.001	79285	22556	48	158	7279
181.101	74596	22958	40	160	6740
181.201	68110	23500	36	154	10467
181.301	63432	23867	41	159	10226
181.401	82998	22516	38	159	10937
181.501	82266	21633	43	160	5988
181.601	59254	24490	35	159	12804
181.701	105580	23855	42	160	9930
181.801	82342	23410	38	160	11188
181.901	78520	23972	40	160	10783
182.001	66083	26303	39	159	12822
182.101	76491	23252	42	157	10590
182.201	73348	27393	37	160	16739
182.301	64785	27814	36	157	16456
182.401	96756	23013	43	156	11688
182.501	60897	26325	40	161	16087
182.601	61156	19501	34	161	4720
182.701	96775	21028	36	161	4982
182.801	87023	24736	38	157	9512
182.901	181678	25928	38	155	11378
183.001	75725	24561	38	155	11193
183.101	61269	24670	46	162	11338
183.201	77365	28293	34	164	18031
183.301	96210	24089	46	163	12721
183.401	83855	21812	41	162	6339
183.501	86826	22127	40	163	7529
183.601	62443	26359	51	158	12899
183.701	78273	24756	40	159	13828
183.801	109861	21025	37	154	5268
183.901	97563	26006	47	161	14787
184.001	98904	27317	45	161	15965
184.101	69194	23154	42	163	10234
184.201	90705	24795	37	160	10881
184.301	116403	21828	41	157	5466
184.401	72094	25907	43	153	13321
184.501	48128	26974	33	160	13521
184.601	78575	23212	46	160	8338
184.701	94030	26074	45	156	17944
184.801	95673	20890	40	158	8105
184.901	72407	23312	49	162	12277
185.001	71429	27072	49	157	16696
185.101	92670	24835	44	155	11182
185.201	118254	23940	42	162	8758
185.301	69771	26258	49	161	11408
185.401	55982	25155	42	151	10079
185.501	87823	23218	36	160	10171
185.601	124373	21333	49	157	6377
185.701	103323	22288	36	160	9275
185.801	72395	25425	38	156	12628
185.901	96866	24197	44	158	12056
186.001	74500	24235	43	157	10962
186.101	57291	22951	42	160	9631
186.201	80038	22298	46	161	7286
186.301	71864	22120	41	161	11253
186.401	75627	23154	35	159	11118
186.501	75138	25724	36	162	13214
186.601	102498	25236	46	157	15077
186.701	67745	23802	30	161	9948
186.801	72708	21750	50	160	9189
186.901	76941	20417	46	155	5274
187.001	112742	20691	38	160	6640
187.101	51200	24523	41	163	11670
187.201	80200	22202	35	160	7438
187.301	85163	21037	47	162	6854
187.401	90174	20912	41	155	5457
187.501	69562	21506	42	157	6307
187.601	73787	21949	38	159	7771
187.701	56844	25590	37	159	14563
187.801	102820	23253	43	160	8850
187.901	102570	22311	46	164	10749
188.001	121959	25994	43	160	14020
188.101	58008	25004	48	159	11237
188.201	67903	20602	39	160	5198
188.301	53749	26900	42	163	15524
188.401	112902	23759	42	160	10922
188.501	179197	22840	44	157	9475
188.601	81532	21739	37	154	7563
188.701	63177	25077	39	161	11887
188.801	52284	25496	34	157	12098
188.901	67186	23862	46	160	11320
189.001	49661	25676	33	157	15989
189.101	75207	24915	43	162	11761
189.201	160487	23914	40	157	11360
189.301	70594	21724	47	160	7563
189.401	60628	22216	37	162	10178
189.501	126511	23847	53	159	9355
189.601	98538	21578	36	158	5822
189.701	65293	21297	34	159	7108
189.801	66583	25750	32	162	14384
189.901	68116	24272	35	161	11399
190.001	94007	20324	37	164	6145
190.101	93172	22075	40	159	7396
190.201	123026	22404	41	159	7631
190.301	66427	23497	36	160	11196
190.401	79286	23123	42	159	10556
190.501	106264	21856	45	159	6108
190.601	74386	23277	38	163	9725
190.701	77821	24422	41	158	10622
190.801	38688	21343	32	157	9245
190.902	79089	27271	34	164	15359
191.002	86694	25903	42	155	13182
191.102	133429	20449	50	156	4441
191.202	137372	23234	40	163	10403
191.302	88077	27330	38	154	16802
191.402	122677	24163	44	156	10547
191.502	80452	26350	45	156	12543
191.602	82477	27859	51	157	15307
191.702	65627	23993	33	160	12302
191.802	94429	22095	37	159	7242
191.902	65120	26823	46	161	14488
192.002	83104	24407	47	159	11209
192.102	91171	20434	34	153	5869
192.202	96323	23924	38	159	11851
192.302	85010	25108	43	163	13311
192.402	165855	23336	48	156	9380
192.502	98479	22602	45	160	10735
192.602	71643	25750	43	156	14116
192.702	82858	20883	46	161	6514
192.802	91682	20852	37	156	4179
192.902	50343	26115	39	159	14025
193.002	58883	22148	39	156	9006
193.102	110102	22450	44	159	13646
193.202	126645	24254	40	158	10810
193.302	115409	25322	50	160	15240
193.402	83239	19537	36	157	3572
193.502	77865	24913	48	160	11075
193.602	147442	23733	33	161	9573
193.702	79381	20958	37	157	4174
193.802	61337	24666	34	161	10460
193.902	69285	20960	34	158	5038
194.002	48535	24877	35	157	12392
194.102	68401	23518	38	159	13195
194.202	83426	26134	43	158	14572
194.302	52605	23161	32	160	10639
194.402	111819	22358	41	161	10288
194.502	209600	22916	43	156	8909
194.602	77453	23328	40	161	7960
194.702	73071	21936	37	161	9647
194.802	97596	23238	38	157	10601
194.902	98534	19025	46	160	1741
195.002	85173	28034	41	160	17983
195.102	78576	22613	35	163	10728
195.202	90494	24589	38	157	12941
195.302	117987	25190	47	163	11034
195.402	59761	23187	37	158	11331
195.502	99627	24335	36	163	10494
195.602	95724	21254	45	159	5965
195.702	120521	23682	36	163	12325
195.802	137331	22998	34	161	9372
195.902	86788	25513	42	160	13046
196.002	78928	22851	38	158	10116
196.102	181401	22208	40	162	10338
196.202	70102	22890	39	162	11868
196.302	90188	25750	48	159	12103
196.402	89290	23480	35	157	10247
196.502	120197	23749	38	165	11647
196.602	67443	22579	46	158	7903
196.702	62069	22556	41	157	12285
196.802	98763	23437	39	159	8575
196.902	62935	21501	32	157	7810
197.002	104366	22303	49	158	7749
197.102	113755	21525	52	157	6628
197.202	98306	23971	32	155	11172
197.302	72453	22612	34	161	8252
197.402	80735	26880	49	161	14377
197.502	93099	23185	39	159	13097
197.602	85683	19895	45	157	3530
197.702	129761	23104	44	159	11845
197.802	163150	22453	47	162	7746
197.902	99559	24833	41	157	12682
198.002	174438	25666	42	160	16888
198.102	80949	22109	37	163	8053
198.202	138995	21352	46	163	5861
198.302	90635	23761	40	156	11808
198.402	60452	25426	40	154	13685
198.502	107364	25718	43	158	15169
198.602	88946	23474	43	160	8401
198.702	120588	22080	44	159	9382
198.802	99137	24743	32	161	11994
198.902	73258	21943	37	158	10267
199.002	65388	26780	33	164	13379
199.102	95817	22232	40	158	9102
199.202	72735	25192	32	160	10854
199.302	130389	24537	38	164	10665
199.402	132700	19844	48	159	4781
199.502	115784	22577	44	158	8760
199.602	89657	19063	40	160	2669
199.702	124393	21505	42	157	6311
199.802	56869	22128	31	161	7310
199.902	106795	24865	40	160	13731
200.002	95677	21429	43	162	9538
200.102	88616	20927	40	163	5573
200.202	42688	24854	33	158	12953
200.302	62959	21905	37	161	10360
200.402	107165	21457	44	159	6809
200.502	87329	27726	39	159	13975
200.602	64288	23520	30	162	9822
200.702	103490	21259	38	163	5797
200.802	76531	23788	45	162	10100
200.902	133162	21635	39	163	7350
201.002	64747	23767	39	160	9257
201.102	84670	24084	33	159	9520
201.202	86957	21888	47	160	9288
201.302	104181	25822	52	159	12693
201.402	77391	26554	43	155	14061
201.502	43207	23509	43	159	11014
201.602	141242	24944	48	154	10495
201.702	96024	23624	41	158	11311
201.802	73743	24027	40	161	12742
201.902	117600	23056	39	153	8985
202.002	64018	24036	39	161	9519
202.102	109920	23841	32	160	10677
202.202	86978	20920	39	160	8527
202.302	105870	25985	44	158	13956
202.402	77261	24998	45	163	12672
202.502	59365	25529	41	164	10671
202.602	92585	21016	37	158	7574
202.702	70572	23619	45	162	11475
202.802	187008	25424	47	161	14640
202.902	63453	23315	26	157	9417
203.002	156888	19785	41	156	3844
203.102	137471	23671	41	160	9567
203.202	118107	23521	40	159	7674
203.302	67231	25497	45	164	11782
203.402	92670	26947	41	161	12292
203.502	59398	23420	42	161	10652
203.602	150439	25172	48	160	11253
203.702	134736	22952	42	157	6623
203.802	55097	23491	32	160	10096
203.902	189781	23612	37	158	9452
204.002	85733	26290	39	153	16367
204.102	65077	26581	35	158	13244
204.202	78305	24613	36	156	12078
204.302	93546	25458	50	160	12136
204.402	88348	23460	42	158	12169
204.502	72884	22246	47	163	9463
204.602	109432	26361	40	157	11293
204.702	100722	23495	41	162	9650
204.802	62564	23913	37	162	11320
204.902	113412	23871	42	160	10518
205.002	86788	21551	46	160	7862
205.102	139378	24161	46	162	12359
205.202	88935	23323	38	161	9997
205.302	124745	20187	47	158	3214
205.402	95047	21032	44	160	9691
205.502	137176	22280	38	157	6748
205.602	66238	25151	35	161	12888
205.702	48220	27969	34	156	17840
205.802	99738	22504	45	161	8051
205.902	210570	22135	39	156	9045
206.002	97235	24184	37	162	11927
206.102	138736	21320	36	158	8091
206.202	95724	24574	39	160	11371
206.302	87101	23303	30	159	8979
206.402	58315	25042	36	161	12379
206.502	83225	26053	39	155	11941
206.602	155922	21901	35	162	6128
206.702	139847	25175	40	155	10538
206.802	91342	23112	40	161	11095
206.902	97479	22537	36	154	6197
207.002	126607	24784	52	160	14284
207.102	113642	21433	39	156	5982
207.202	90821	22036	38	162	8484
207.303	81357	23607	41	157	10684
207.403	84104	20897	43	160	9642
207.503	66808	19988	27	159	5678
207.603	119287	22123	47	158	9041
207.703	73976	22416	39	157	11286
207.803	64571	23002	34	163	9182
207.903	69925	26221	38	161	16248
208.003	111659	22236	42	161	7592
208.103	124814	21221	34	156	6839
208.203	72427	22500	40	161	9954
208.303	102745	21171	40	162	5721
208.403	74935	21385	43	161	9065
208.503	41762	23939	45	156	13766
208.603	83649	23406	32	160	12517
208.703	149305	23495	41	154	11418
208.803	112203	23396	39	156	9293
208.903	95194	26151	46	156	14753
209.003	126154	25658	47	157	16053
209.103	87317	25558	37	158	14228
209.203	157872	23812	46	158	11621
209.303	97976	24671	43	152	10601
209.403	63639	26813	46	161	12200
209.503	78906	22853	41	161	9257
209.603	83405	23573	39	158	11953
209.703	68812	25702	53	158	15045
209.803	78980	23988	38	161	10655
209.903	73377	23247	42	160	9805
210.003	135507	21584	42	158	7193
210.103	85098	21959	36	159	6955
210.203	97456	26443	39	160	12365
210.303	75980	23431	41	161	8017
210.403	63418	24724	45	161	11021
210.503	94966	25057	40	160	12723
210.603	111473	21736	45	159	10642
210.703	60577	23661	42	156	11120
210.803	83430	23870	46	161	10508
210.903	92809	25575	45	165	13317
211.003	61176	24032	34	158	13184
211.103	118180	21960	44	159	9848
211.203	110413	25856	40	155	13807
211.303	59365	23554	37	160	9323
211.403	86694	24833	49	157	11643
211.503	77700	25308	39	157	13625
211.603	109691	24092	43	157	10196
211.703	76731	24212	42	161	14976
211.803	96868	22643	36	162	11247
211.903	98959	20014	44	159	6915
212.003	90979	23989	46	158	12388
212.103	80037	23286	39	160	9751
212.203	80812	23232	28	157	9635
212.303	136233	20834	40	158	5619
212.403	77685	24288	50	158	10765
212.503	110365	21028	44	161	6583
212.603	81976	21626	42	163	10106
212.703	86581	22699	32	160	11007
212.803	98542	21598	43	159	6195
212.903	81174	21804	41	163	8398
213.003	93104	23493	31	158	8291
213.103	92895	21154	41	160	6997
213.203	91487	21071	38	158	4993
213.303	84397	25467	38	155	12814
213.403	66674	23501	49	155	11912
213.503	83425	25892	37	158	11582
213.603	88027	20022	39	160	6465
213.703	86109	21442	35	159	4974
213.803	59295	23951	36	151	12922
213.903	69800	26859	43	159	14337
214.003	51586	27339	42	157	16054
214.103	68736	23542	40	165	10409
214.203	105400	21828	38	160	7456
214.303	76635	25244	40	157	13640
214.403	115258	23547	45	156	8783
214.503	101684	24066	42	156	10497
214.603	127329	25135	37	155	12133
214.703	116616	25991	41	157	13843
214.803	102777	24967	44	162	12900
214.903	71472	25686	39	159	13589
215.003	48314	23965	36	165	11144
215.103	120601	20591	38	164	4897
215.203	72735	23928	33	163	8630
215.303	100499	21115	36	160	10420
215.403	137456	21356	33	159	5290
215.503	91420	25346	37	157	10839
215.603	96737	26503	39	160	14197
215.703	100529	22988	43	154	9971
215.803	126150	21336	34	162	7082
215.903	126632	23205	44	162	11485
216.003	37719	26092	34	164	11592
216.103	102798	21005	43	152	6831
216.203	96867	20432	38	163	5396
216.303	94543	23039	40	160	7006
216.403	131154	21663	45	155	10163
216.503	71794	21690	32	157	9741
216.603	65406	25313	42	158	12991
216.703	92269	23842	40	161	8641
216.803	109582	23024	41	157	8341
216.903	135422	22411	52	156	7840
217.003	102718	21881	36	162	5888
217.103	95618	24967	40	158	10790
217.203	89690	23648	35	161	12321
217.303	72931	27500	45	161	15242
217.403	96212	22166	39	162	11610
217.503	97301	24790	42	159	10988
217.603	77595	23646	36	159	8969
217.703	97764	21633	32	158	8763
217.803	93542	20875	37	158	5747
217.903	125328	21737	27	158	8027
218.003	92622	21407	43	160	6623
218.103	54863	22401	40	157	9655
218.203	118356	20928	48	158	7780
218.303	69216	25856	48	158	11883
218.403	55441	22601	31	163	10439
218.503	167897	23727	46	161	9423
218.603	85588	22283	34	158	6721
218.703	77498	25602	45	156	12217
218.803	72341	24799	42	160	11417
218.903	98513	22398	47	163	9212
219.003	86998	25578	46	153	14119
219.103	95978	23116	51	155	10004
219.203	80224	22885	45	158	8924
219.303	157837	21152	37	162	5931
219.403	98575	21240	39	161	6849
219.503	114201	24556	41	160	9977
219.603	105732	22404	39	159	7394
219.703	47736	24391	27	156	10011
219.803	78537	25769	46	163	13834
219.903	66920	20630	29	154	4528
220.003	68402	23808	44	161	9816
220.103	64243	25415	47	155	11672
220.203	86796	20562	40	163	6005
220.303	60891	22322	38	161	9537
220.403	63824	24429	39	160	11072
220.503	111451	23070	40	160	10327
220.603	77887	22860	40	158	9881
220.703	64413	27298	30	161	12948
220.803	72596	22270	35	160	9045
220.903	77248	20952	40	162	5732
221.003	105190	23427	44	158	10068
221.103	92414	23959	53	158	11871
221.203	63360	25950	38	163	12463
221.303	71076	22666	39	157	11071
221.403	175608	24608	41	161	13512
221.503	101942	21491	42	158	6783
221.603	65403	23702	36	160	10813
221.703	82357	23973	38	156	13414
221.803	95273	23540	39	159	10120
221.903	130086	20765	47	156	4442
222.003	126449	23390	47	158	8637
222.103	108378	26645	47	158	13585
222.203	54587	21751	35	163	8710
222.303	134863	23825	38	162	10080
222.403	67383	25618	34	158	11154
222.503	83765	20687	34	159	5482
222.603	77553	23768	47	156	12788
222.703	37544	24604	32	160	13949
222.803	110886	22261	34	154	8353
222.903	98356	25686	36	159	16381
223.003	68131	24845	39	164	12853
223.103	132616	26034	34	160	12801
223.203	89529	23951	45	162	11004
223.303	162057	23017	41	158	8070
223.403	66802	22829	46	159	11562
223.503	115700	23044	40	157	10466
223.604	119598	20843	37	159	4359
223.704	92329	23778	44	160	9626
223.804	67203	24572	35	158	14163
223.904	79713	21898	34	162	12461
224.004	82759	24340	43	159	11145
224.104	53598	26725	46	158	14164
224.204	88446	23930	45	159	11445
224.304	104936	22543	32	161	7828
224.404	73175	22730	47	160	9634
224.504	64795	24412	41	160	10724
224.604	105847	20506	41	158	7666
224.704	88553	24921	47	159	15200
224.804	56581	23478	32	153	10561
224.904	80726	22801	39	158	11634
225.004	99829	24610	48	160	12410
225.104	48776	24897	43	159	12602
225.204	72614	21578	37	159	9365
225.304	118365	24408	46	163	10665
225.404	62125	23604	33	160	9764
225.504	85806	21236	42	160	7229
225.604	64197	21244	36	161	5662
225.704	99590	27818	46	161	15413
225.804	94147	23499	44	157	7849
225.904	82972	25863	37	160	11375
226.004	78841	23258	46	159	8801
226.104	64579	23795	27	160	8494
226.204	97397	25382	43	156	10652
226.304	84925	21579	35	160	6435
226.404	93145	23144	44	159	9537
226.504	86387	22510	41	161	8583
226.604	69402	21843	43	158	11848
226.704	73159	24402	42	164	12252
